,game_key,pitcher,1,2,3,4,5,6,7,8,9
10,20200517OBHT0,"[5.7272727272727275, 1.8181818181818181, 3.5, 5.5]","[0.24324324324324326, 0.3170731707317073, 0.40540540540540543, 0.0, 0.16216216216216217, 0.08108108108108109]","[0.4883720930232558, 0.5319148936170213, 0.7441860465116279, 0.5, 0.2558139534883721, 0.20930232558139536]","[0.40476190476190477, 0.45652173913043476, 0.7380952380952381, 0.46153846153846156, 0.21428571428571427, 0.23809523809523808]","[0.358974358974359, 0.43478260869565216, 0.7435897435897436, 0.46153846153846156, 0.28205128205128205, 0.358974358974359]","[0.3103448275862069, 0.375, 0.6896551724137931, 0.2727272727272727, 0.1724137931034483, 0.2413793103448276]","[0.3783783783783784, 0.4418604651162791, 0.43243243243243246, 0.375, 0.16216216216216217, 0.10810810810810811]","[0.2558139534883721, 0.26666666666666666, 0.37209302325581395, 0.3333333333333333, 0.11627906976744186, 0.13953488372093023]","[0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 1.0, 0.0, 0.14285714285714285]","[0.225, 0.24390243902439024, 0.275, 0.2222222222222222, 0.15, 0.1]"
11,20200519NCOB0,"[2.3823529411764706, 1.588235294117647, 0.75, 5.666666666666667]","[0.24390243902439024, 0.3111111111111111, 0.3902439024390244, 0.0, 0.1951219512195122, 0.07317073170731707]","[0.4791666666666667, 0.5192307692307693, 0.7291666666666666, 0.45454545454545453, 0.25, 0.1875]","[0.40425531914893614, 0.45098039215686275, 0.723404255319149, 0.4666666666666667, 0.19148936170212766, 0.2765957446808511]","[0.32558139534883723, 0.4117647058823529, 0.6744186046511628, 0.42857142857142855, 0.2558139534883721, 0.32558139534883723]","[0.30303030303030304, 0.3611111111111111, 0.6666666666666666, 0.25, 0.15151515151515152, 0.21212121212121213]","[0.3902439024390244, 0.44680851063829785, 0.43902439024390244, 0.375, 0.1951219512195122, 0.0975609756097561]","[0.36666666666666664, 0.4444444444444444, 0.36666666666666664, 0.5, 0.13333333333333333, 0.16666666666666666]","[0.3191489361702128, 0.32653061224489793, 0.44680851063829785, 0.38461538461538464, 0.1276595744680851, 0.14893617021276595]","[0.2727272727272727, 0.28888888888888886, 0.3181818181818182, 0.3333333333333333, 0.13636363636363635, 0.13636363636363635]"
12,20200520NCOB0,"[3.75, 1.25, 6.0, 6.0]","[0.2391304347826087, 0.3137254901960784, 0.3695652173913043, 0.0, 0.1956521739130435, 0.06521739130434782]","[0.4528301886792453, 0.49122807017543857, 0.6792452830188679, 0.4166666666666667, 0.24528301886792453, 0.16981132075471697]","[0.4, 0.4642857142857143, 0.72, 0.5, 0.18, 0.28]","[0.3191489361702128, 0.4107142857142857, 0.6382978723404256, 0.4, 0.23404255319148937, 0.2978723404255319]","[0.3055555555555556, 0.36585365853658536, 0.6666666666666666, 0.23076923076923078, 0.16666666666666666, 0.2222222222222222]","[0.4, 0.46153846153846156, 0.4444444444444444, 0.36363636363636365, 0.17777777777777778, 0.13333333333333333]","[0.3076923076923077, 0.3148148148148148, 0.4230769230769231, 0.3333333333333333, 0.11538461538461539, 0.1346153846153846]","[0.2608695652173913, 0.2916666666666667, 0.30434782608695654, 0.3333333333333333, 0.13043478260869565, 0.13043478260869565]","[0.18181818181818182, 0.18181818181818182, 0.18181818181818182, 0.2, 0.0, 0.09090909090909091]"
13,20200521NCOB0,"[5.0, 2.111111111111111, 0.8, 4.5]","[0.22, 0.3157894736842105, 0.34, 0.0, 0.18, 0.06]","[0.0, 0.16666666666666666, 0.0, 0.0, 0.4, 0.0]","[0.43636363636363634, 0.4918032786885246, 0.6545454545454545, 0.4166666666666667, 0.23636363636363636, 0.16363636363636364]","[0.28205128205128205, 0.3409090909090909, 0.6153846153846154, 0.21428571428571427, 0.15384615384615385, 0.20512820512820512]","[0.3684210526315789, 0.3684210526315789, 0.6842105263157895, 0.5, 0.2631578947368421, 0.21052631578947367]","[0.3877551020408163, 0.44642857142857145, 0.42857142857142855, 0.36363636363636365, 0.16326530612244897, 0.12244897959183673]","[0.37142857142857144, 0.4523809523809524, 0.37142857142857144, 0.5, 0.11428571428571428, 0.17142857142857143]","[0.2857142857142857, 0.29310344827586204, 0.39285714285714285, 0.3333333333333333, 0.10714285714285714, 0.125]","[0.24489795918367346, 0.28846153846153844, 0.2857142857142857, 0.3333333333333333, 0.14285714285714285, 0.12244897959183673]"
14,20200522OBSS0,"[12.6, 1.7, 2.3333333333333335, 5.0]","[0.22641509433962265, 0.3387096774193548, 0.33962264150943394, 0.0, 0.20754716981132076, 0.05660377358490566]","[0.4576271186440678, 0.5, 0.6610169491525424, 0.38461538461538464, 0.23728813559322035, 0.1694915254237288]","[0.2558139534883721, 0.3125, 0.5581395348837209, 0.1875, 0.13953488372093023, 0.18604651162790697]","[0.3137254901960784, 0.4, 0.6274509803921569, 0.4, 0.21568627450980393, 0.29411764705882354]","[0.391304347826087, 0.391304347826087, 0.6521739130434783, 0.6666666666666666, 0.2608695652173913, 0.21739130434782608]","[0.38461538461538464, 0.45, 0.46153846153846156, 0.4166666666666667, 0.17307692307692307, 0.1346153846153846]","[0.358974358974359, 0.43478260869565216, 0.358974358974359, 0.45454545454545453, 0.10256410256410256, 0.15384615384615385]","[0.2641509433962264, 0.30357142857142855, 0.3018867924528302, 0.3076923076923077, 0.1509433962264151, 0.11320754716981132]","[0, 0, 0, 0, 0, 0]"
15,20200523OBSS0,"[4.0, 1.3888888888888888, 8.0, 6.0]","[0.21428571428571427, 0.34328358208955223, 0.32142857142857145, 0.0, 0.21428571428571427, 0.07142857142857142]","[0.47619047619047616, 0.5138888888888888, 0.7301587301587301, 0.4666666666666667, 0.23809523809523808, 0.25396825396825395]","[0.25, 0.3148148148148148, 0.5416666666666666, 0.21052631578947367, 0.125, 0.1875]","[0.30357142857142855, 0.38461538461538464, 0.5892857142857143, 0.4117647058823529, 0.19642857142857142, 0.26785714285714285]","[0.37037037037037035, 0.3793103448275862, 0.5925925925925926, 0.5, 0.25925925925925924, 0.2222222222222222]","[0.288135593220339, 0.3064516129032258, 0.3898305084745763, 0.375, 0.11864406779661017, 0.13559322033898305]","[0.2807017543859649, 0.31666666666666665, 0.3157894736842105, 0.3333333333333333, 0.17543859649122806, 0.12280701754385964]","[0, 0, 0, 0, 0, 0]","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.16666666666666666, 0.0, 0.07142857142857142]"
16,20200524OBSS0,"[4.108695652173913, 1.7608695652173911, 1.0, 5.111111111111112]","[0.21311475409836064, 0.3333333333333333, 0.32786885245901637, 0.0, 0.21311475409836064, 0.06557377049180328]","[0.5, 0.5324675324675324, 0.7794117647058824, 0.5, 0.2647058823529412, 0.25]","[0.2692307692307692, 0.3220338983050847, 0.5961538461538461, 0.21052631578947367, 0.15384615384615385, 0.21153846153846154]","[0.288135593220339, 0.38571428571428573, 0.559322033898305, 0.4117647058823529, 0.22033898305084745, 0.2542372881355932]","[0.3870967741935484, 0.4117647058823529, 0.7096774193548387, 0.6, 0.2903225806451613, 0.3225806451612903]","[0.30158730158730157, 0.3283582089552239, 0.3968253968253968, 0.3888888888888889, 0.1111111111111111, 0.14285714285714285]","[0.29508196721311475, 0.328125, 0.3442622950819672, 0.375, 0.16393442622950818, 0.13114754098360656]","[0, 0, 0, 0, 0, 0]","[0.10526315789473684, 0.10526315789473684, 0.10526315789473684, 0.1111111111111111, 0.0, 0.05263157894736842]"
17,20200526SKOB0,"[2.7, 1.05, 5.5, 6.666666666666667]","[0.2153846153846154, 0.32894736842105265, 0.3384615384615385, 0.0, 0.2, 0.06153846153846154]","[0.5, 0.5308641975308642, 0.7638888888888888, 0.47058823529411764, 0.25, 0.2361111111111111]","[0.2545454545454545, 0.31746031746031744, 0.5636363636363636, 0.2, 0.14545454545454545, 0.2]","[0.30158730158730157, 0.3918918918918919, 0.5555555555555556, 0.3684210526315789, 0.20634920634920634, 0.23809523809523808]","[0.37142857142857144, 0.39473684210526316, 0.6571428571428571, 0.5, 0.2571428571428571, 0.2857142857142857]","[0.4, 0.4603174603174603, 0.4727272727272727, 0.4166666666666667, 0.2, 0.12727272727272726]","[0.31343283582089554, 0.3380281690140845, 0.40298507462686567, 0.3888888888888889, 0.1044776119402985, 0.13432835820895522]","[0.2923076923076923, 0.3235294117647059, 0.3384615384615385, 0.375, 0.15384615384615385, 0.12307692307692308]","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.1, 0.0, 0.047619047619047616]"
18,20200527SKOB0,"[4.2, 2.0, 0.8333333333333334, 5.0]","[0.2835820895522388, 0.3142857142857143, 0.3283582089552239, 0.3333333333333333, 0.16417910447761194, 0.11940298507462686]","[0.48, 0.5058823529411764, 0.7333333333333333, 0.47058823529411764, 0.24, 0.24]","[0.2542372881355932, 0.31343283582089554, 0.5423728813559322, 0.23809523809523808, 0.13559322033898305, 0.2033898305084746]","[0.29850746268656714, 0.38461538461538464, 0.5522388059701493, 0.4, 0.19402985074626866, 0.2537313432835821]","[0.3333333333333333, 0.35714285714285715, 0.5897435897435898, 0.42857142857142855, 0.23076923076923078, 0.2564102564102564]","[0.38596491228070173, 0.45454545454545453, 0.45614035087719296, 0.4166666666666667, 0.21052631578947367, 0.12280701754385964]","[0.3488372093023256, 0.46296296296296297, 0.3488372093023256, 0.4166666666666667, 0.13953488372093023, 0.13953488372093023]","[0.3333333333333333, 0.36486486486486486, 0.4492753623188406, 0.3888888888888889, 0.13043478260869565, 0.13043478260869565]","[0.2028985507246377, 0.3125, 0.3188405797101449, 0.0, 0.18840579710144928, 0.057971014492753624]"
19,20200528SKOB0,"[10.340425531914894, 1.8510638297872342, 1.8, 5.222222222222222]","[0.28169014084507044, 0.3108108108108108, 0.323943661971831, 0.3157894736842105, 0.16901408450704225, 0.11267605633802817]","[0.4810126582278481, 0.5056179775280899, 0.7341772151898734, 0.5, 0.25316455696202533, 0.25316455696202533]","[0.25396825396825395, 0.30985915492957744, 0.5238095238095238, 0.22727272727272727, 0.12698412698412698, 0.19047619047619047]","[0.3142857142857143, 0.3902439024390244, 0.5571428571428572, 0.42857142857142855, 0.18571428571428572, 0.2714285714285714]","[0.30952380952380953, 0.34782608695652173, 0.5476190476190477, 0.375, 0.21428571428571427, 0.23809523809523808]","[0.3770491803278688, 0.44285714285714284, 0.4426229508196721, 0.38461538461538464, 0.19672131147540983, 0.11475409836065574]","[0.3191489361702128, 0.43103448275862066, 0.3191489361702128, 0.38461538461538464, 0.1276595744680851, 0.1276595744680851]","[0.3194444444444444, 0.35064935064935066, 0.4305555555555556, 0.3888888888888889, 0.125, 0.125]","[0.19718309859154928, 0.3132530120481928, 0.30985915492957744, 0.0, 0.19718309859154928, 0.056338028169014086]"
20,20200529LTOB0,"[4.125, 1.3333333333333333, 6.333333333333333, 6.0]","[0.28, 0.3076923076923077, 0.3466666666666667, 0.3157894736842105, 0.17333333333333334, 0.10666666666666667]","[0.46987951807228917, 0.4946236559139785, 0.7108433734939759, 0.5263157894736842, 0.24096385542168675, 0.25301204819277107]","[0.24242424242424243, 0.2972972972972973, 0.5, 0.22727272727272727, 0.12121212121212122, 0.18181818181818182]","[0.3055555555555556, 0.38823529411764707, 0.5416666666666666, 0.42857142857142855, 0.18055555555555555, 0.2638888888888889]","[0.375, 0.4383561643835616, 0.453125, 0.38461538461538464, 0.1875, 0.109375]","[0.3125, 0.43333333333333335, 0.3125, 0.38461538461538464, 0.125, 0.125]","[0.28888888888888886, 0.32653061224489793, 0.5111111111111111, 0.375, 0.2, 0.2222222222222222]","[0.3108108108108108, 0.35, 0.4189189189189189, 0.3684210526315789, 0.12162162162162163, 0.12162162162162163]","[0.1917808219178082, 0.3058823529411765, 0.3013698630136986, 0.0, 0.1917808219178082, 0.0547945205479452]"
21,20200530LTOB0,"[5.754098360655737, 1.9672131147540985, 0.9375, 5.083333333333333]","[0.26582278481012656, 0.2926829268292683, 0.3291139240506329, 0.2857142857142857, 0.16455696202531644, 0.10126582278481013]","[0.46511627906976744, 0.4948453608247423, 0.6976744186046512, 0.55, 0.23255813953488372, 0.2558139534883721]","[0.37037037037037035, 0.43333333333333335, 0.6666666666666666, 0.5, 0.18518518518518517, 0.25925925925925924]","[0.2894736842105263, 0.3707865168539326, 0.5131578947368421, 0.4090909090909091, 0.17105263157894737, 0.25]","[0.36764705882352944, 0.42857142857142855, 0.4411764705882353, 0.38461538461538464, 0.17647058823529413, 0.10294117647058823]","[0.2318840579710145, 0.2857142857142857, 0.4782608695652174, 0.22727272727272727, 0.11594202898550725, 0.17391304347826086]","[0.29411764705882354, 0.4126984126984127, 0.29411764705882354, 0.38461538461538464, 0.13725490196078433, 0.11764705882352941]","[0.32894736842105265, 0.37349397590361444, 0.47368421052631576, 0.3684210526315789, 0.14473684210526316, 0.13157894736842105]","[0.2, 0.3068181818181818, 0.32, 0.08333333333333333, 0.2, 0.08]"
22,20200531LTOB0,"[3.1153846153846154, 1.1153846153846154, 3.25, 6.5]","[0.25609756097560976, 0.2988505747126437, 0.3170731707317073, 0.2857142857142857, 0.17073170731707318, 0.0975609756097561]","[0.47191011235955055, 0.504950495049505, 0.6966292134831461, 0.5714285714285714, 0.2247191011235955, 0.25842696629213485]","[0.3559322033898305, 0.4153846153846154, 0.6271186440677966, 0.47058823529411764, 0.1694915254237288, 0.23728813559322035]","[0.27848101265822783, 0.358695652173913, 0.4936708860759494, 0.4090909090909091, 0.16455696202531644, 0.24050632911392406]","[0.2465753424657534, 0.3132530120481928, 0.5205479452054794, 0.2608695652173913, 0.1232876712328767, 0.1917808219178082]","[0.325, 0.36363636363636365, 0.4625, 0.4, 0.1375, 0.15]","[0.189873417721519, 0.29347826086956524, 0.3037974683544304, 0.08333333333333333, 0.189873417721519, 0.0759493670886076]","[0, 0, 0, 0, 0, 0]","[0.13636363636363635, 0.13043478260869565, 0.13636363636363635, 0.1, 0.0, 0.09090909090909091]"
23,20200602OBKT0,"[3.272727272727273, 1.7272727272727273, 1.0, 5.5]","[0.2558139534883721, 0.30434782608695654, 0.313953488372093, 0.2727272727272727, 0.16279069767441862, 0.09302325581395349]","[0.46808510638297873, 0.5, 0.6914893617021277, 0.5714285714285714, 0.2127659574468085, 0.24468085106382978]","[0.34375, 0.4, 0.59375, 0.42105263157894735, 0.15625, 0.21875]","[0.27710843373493976, 0.36082474226804123, 0.4819277108433735, 0.375, 0.1686746987951807, 0.2289156626506024]","[0.25, 0.3218390804597701, 0.5131578947368421, 0.24, 0.13157894736842105, 0.18421052631578946]","[0.36486486486486486, 0.42168674698795183, 0.44594594594594594, 0.35714285714285715, 0.17567567567567569, 0.0945945945945946]","[0.21428571428571427, 0.30927835051546393, 0.32142857142857145, 0.21428571428571427, 0.17857142857142858, 0.10714285714285714]","[0.27586206896551724, 0.38571428571428573, 0.27586206896551724, 0.35714285714285715, 0.13793103448275862, 0.10344827586206896]","[0.3176470588235294, 0.3548387096774194, 0.4470588235294118, 0.38095238095238093, 0.12941176470588237, 0.1411764705882353]"
24,20200603OBKT0,"[8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0.26373626373626374, 0.30927835051546393, 0.31868131868131866, 0.32, 0.16483516483516483, 0.0989010989010989]","[0.46464646464646464, 0.4954954954954955, 0.7070707070707071, 0.5416666666666666, 0.21212121212121213, 0.2727272727272727]","[0.37681159420289856, 0.4266666666666667, 0.6231884057971014, 0.45, 0.17391304347826086, 0.21739130434782608]","[0.2840909090909091, 0.3627450980392157, 0.5113636363636364, 0.36, 0.17045454545454544, 0.23863636363636365]","[0.2625, 0.32967032967032966, 0.5125, 0.2692307692307692, 0.125, 0.1875]","[0.34177215189873417, 0.3977272727272727, 0.4177215189873418, 0.3333333333333333, 0.16455696202531644, 0.08860759493670886]","[0.22988505747126436, 0.32, 0.3448275862068966, 0.21428571428571427, 0.19540229885057472, 0.10344827586206896]","[0.3064516129032258, 0.40540540540540543, 0.3064516129032258, 0.4, 0.16129032258064516, 0.0967741935483871]","[1.0, 1.0, 3.0, 0.0, 3.0, 0.0]"
25,20200604OBKT0,"[3.8999999999999995, 1.4666666666666666, 3.8333333333333335, 6.0]","[0.23076923076923078, 0.3173076923076923, 0.34065934065934067, 0.26666666666666666, 0.18681318681318682, 0.10989010989010989]","[0.4563106796116505, 0.48695652173913045, 0.6893203883495146, 0.5, 0.20388349514563106, 0.2621359223300971]","[0.375, 0.43037974683544306, 0.6111111111111112, 0.45, 0.16666666666666666, 0.20833333333333334]","[0.27472527472527475, 0.3584905660377358, 0.4945054945054945, 0.34615384615384615, 0.16483516483516483, 0.23076923076923078]","[0.25301204819277107, 0.3191489361702128, 0.4939759036144578, 0.2692307692307692, 0.12048192771084337, 0.18072289156626506]","[0.28, 0.3392857142857143, 0.48, 0.375, 0.18, 0.2]","[0.32926829268292684, 0.38461538461538464, 0.4024390243902439, 0.3333333333333333, 0.15853658536585366, 0.08536585365853659]","[0.296875, 0.39473684210526316, 0.296875, 0.4, 0.15625, 0.09375]","[0.08333333333333333, 0.3125, 0.08333333333333333, 0.0, 0.3333333333333333, 0.0]"
26,20200605HTOB0,"[5.142857142857142, 1.8214285714285714, 0.8947368421052632, 5.6]","[0.23958333333333334, 0.32727272727272727, 0.34375, 0.26666666666666666, 0.19791666666666666, 0.10416666666666667]","[0.4444444444444444, 0.4793388429752066, 0.6666666666666666, 0.4642857142857143, 0.21296296296296297, 0.25]","[0.3684210526315789, 0.42857142857142855, 0.5921052631578947, 0.45454545454545453, 0.18421052631578946, 0.21052631578947367]","[0.2872340425531915, 0.3783783783783784, 0.5319148936170213, 0.37037037037037035, 0.20212765957446807, 0.26595744680851063]","[0.2727272727272727, 0.3333333333333333, 0.5454545454545454, 0.32142857142857145, 0.13636363636363635, 0.2159090909090909]","[0.3090909090909091, 0.36065573770491804, 0.5454545454545454, 0.4, 0.18181818181818182, 0.2545454545454545]","[0.3372093023255814, 0.3894736842105263, 0.4069767441860465, 0.35294117647058826, 0.1511627906976744, 0.09302325581395349]","[0.27941176470588236, 0.375, 0.27941176470588236, 0.375, 0.14705882352941177, 0.08823529411764706]","[0, 0, 0, 0, 0, 0]"
27,20200606HTOB0,"[2.6129032258064515, 1.1935483870967742, 2.1538461538461537, 6.2]","[0.24, 0.32456140350877194, 0.35, 0.25, 0.2, 0.1]","[0.4375, 0.472, 0.6517857142857143, 0.4827586206896552, 0.20535714285714285, 0.24107142857142858]","[0.35, 0.4090909090909091, 0.5625, 0.43478260869565216, 0.175, 0.2125]","[0.2857142857142857, 0.3739130434782609, 0.5204081632653061, 0.37037037037037035, 0.20408163265306123, 0.25510204081632654]","[0.26373626373626374, 0.3235294117647059, 0.5274725274725275, 0.32142857142857145, 0.13186813186813187, 0.2087912087912088]","[0.28169014084507044, 0.37349397590361444, 0.29577464788732394, 0.4117647058823529, 0.15492957746478872, 0.11267605633802817]","[0, 0, 0, 0, 0, 0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 1.0, 0.0, 0.3333333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
